id,instance,goal,result,duration,correct_result,verdict,steps_obtained
1921,exp_acyclic_indvary2_step2_batch_yyy03.pl,d5,no,0.91,no,corr,0
1922,exp_acyclic_indvary2_step2_batch_yyy03.pl,y4,no,0.07,no,corr,0
1923,exp_acyclic_indvary2_step2_batch_yyy03.pl,p4,no,0.05,no,corr,0
1924,exp_acyclic_indvary2_step2_batch_yyy03.pl,z1,yes,0.08,yes,corr,1
1925,exp_acyclic_indvary2_step2_batch_yyy03.pl,w6,no,0.06,no,corr,0
1926,exp_acyclic_indvary2_step2_batch_yyy03.pl,c6,no,0.06,no,corr,0
1927,exp_acyclic_indvary2_step2_batch_yyy03.pl,f4,no,0.05,no,corr,0
1928,exp_acyclic_indvary2_step2_batch_yyy03.pl,r3,yes,0.07,yes,corr,1
1929,exp_acyclic_indvary2_step2_batch_yyy03.pl,q7,no,0.06,no,corr,0
1930,exp_acyclic_indvary2_step2_batch_yyy03.pl,f2,,600,no,TIMEOUT,17
1931,exp_acyclic_indvary2_step2_batch_yyy04.pl,t4,no,0.13,no,corr,0
1932,exp_acyclic_indvary2_step2_batch_yyy04.pl,b2,,600,no,TIMEOUT,28
1933,exp_acyclic_indvary2_step2_batch_yyy04.pl,y4,no,0.07,no,corr,0
1934,exp_acyclic_indvary2_step2_batch_yyy04.pl,f1,yes,241.76,yes,corr,24
1935,exp_acyclic_indvary2_step2_batch_yyy04.pl,v5,no,0.03,no,corr,0
1936,exp_acyclic_indvary2_step2_batch_yyy04.pl,c2,,600,no,TIMEOUT,15
1937,exp_acyclic_indvary2_step2_batch_yyy04.pl,e4,no,0.03,no,corr,0
1938,exp_acyclic_indvary2_step2_batch_yyy04.pl,t7,no,0.02,no,corr,0
1939,exp_acyclic_indvary2_step2_batch_yyy04.pl,p2,no,0.02,no,corr,0
1940,exp_acyclic_indvary2_step2_batch_yyy04.pl,a3,yes,78.26,yes,corr,27
1941,exp_acyclic_indvary2_step2_batch_yyy05.pl,t4,no,0.13,no,corr,0
1942,exp_acyclic_indvary2_step2_batch_yyy05.pl,z6,no,0.07,no,corr,0
1943,exp_acyclic_indvary2_step2_batch_yyy05.pl,f1,yes,0.1,yes,corr,1
1944,exp_acyclic_indvary2_step2_batch_yyy05.pl,v5,no,0.07,no,corr,0
1945,exp_acyclic_indvary2_step2_batch_yyy05.pl,w1,no,0.05,no,corr,0
1946,exp_acyclic_indvary2_step2_batch_yyy05.pl,e3,no,0.05,no,corr,0
1947,exp_acyclic_indvary2_step2_batch_yyy05.pl,e2,,600,no,TIMEOUT,19
1948,exp_acyclic_indvary2_step2_batch_yyy05.pl,q7,no,0.06,no,corr,0
1949,exp_acyclic_indvary2_step2_batch_yyy05.pl,b3,yes,0.08,yes,corr,1
1950,exp_acyclic_indvary2_step2_batch_yyy05.pl,v7,no,0.05,no,corr,0
1951,exp_acyclic_indvary2_step2_batch_yyy06.pl,c3,,600,no,TIMEOUT,18
1952,exp_acyclic_indvary2_step2_batch_yyy06.pl,y4,no,0.06,no,corr,0
1953,exp_acyclic_indvary2_step2_batch_yyy06.pl,v6,no,0.05,no,corr,0
1954,exp_acyclic_indvary2_step2_batch_yyy06.pl,w1,yes,0.07,yes,corr,1
1955,exp_acyclic_indvary2_step2_batch_yyy06.pl,b5,no,0.06,no,corr,0
1956,exp_acyclic_indvary2_step2_batch_yyy06.pl,z3,no,0.05,no,corr,0
1957,exp_acyclic_indvary2_step2_batch_yyy06.pl,p7,no,0.05,no,corr,0
1958,exp_acyclic_indvary2_step2_batch_yyy06.pl,p5,no,0.04,no,corr,0
1959,exp_acyclic_indvary2_step2_batch_yyy06.pl,e2,,600,no,TIMEOUT,49
1960,exp_acyclic_indvary2_step2_batch_yyy06.pl,r3,,600,no,TIMEOUT,18
1961,exp_acyclic_indvary2_step2_batch_yyy07.pl,t5,no,0.15,no,corr,0
1962,exp_acyclic_indvary2_step2_batch_yyy07.pl,y4,no,0.05,no,corr,0
1963,exp_acyclic_indvary2_step2_batch_yyy07.pl,v5,no,0.06,no,corr,0
1964,exp_acyclic_indvary2_step2_batch_yyy07.pl,a4,no,0.06,no,corr,0
1965,exp_acyclic_indvary2_step2_batch_yyy07.pl,z4,no,0.08,no,corr,0
1966,exp_acyclic_indvary2_step2_batch_yyy07.pl,u3,no,0.08,no,corr,0
1967,exp_acyclic_indvary2_step2_batch_yyy07.pl,t1,yes,0.08,yes,corr,1
1968,exp_acyclic_indvary2_step2_batch_yyy07.pl,p6,no,0.04,no,corr,0
1969,exp_acyclic_indvary2_step2_batch_yyy07.pl,r2,yes,0.08,yes,corr,1
1970,exp_acyclic_indvary2_step2_batch_yyy07.pl,a1,,600,no,TIMEOUT,17
1971,exp_acyclic_indvary2_step2_batch_yyy08.pl,d5,no,0.14,no,corr,0
1972,exp_acyclic_indvary2_step2_batch_yyy08.pl,v7,no,0.06,no,corr,0
1973,exp_acyclic_indvary2_step2_batch_yyy08.pl,u1,yes,0.25,yes,corr,3
1974,exp_acyclic_indvary2_step2_batch_yyy08.pl,c5,no,0.05,no,corr,0
1975,exp_acyclic_indvary2_step2_batch_yyy08.pl,x2,no,0.06,no,corr,0
1976,exp_acyclic_indvary2_step2_batch_yyy08.pl,a3,,600,no,TIMEOUT,17
1977,exp_acyclic_indvary2_step2_batch_yyy08.pl,q7,no,0.05,no,corr,0
1978,exp_acyclic_indvary2_step2_batch_yyy08.pl,x5,no,0.05,no,corr,0
1979,exp_acyclic_indvary2_step2_batch_yyy08.pl,z2,yes,0.08,yes,corr,1
1980,exp_acyclic_indvary2_step2_batch_yyy08.pl,b5,no,0.06,no,corr,0
1981,exp_acyclic_indvary2_step2_batch_yyy09.pl,c3,yes,474.83,yes,corr,16
1982,exp_acyclic_indvary2_step2_batch_yyy09.pl,f1,,600,no,TIMEOUT,19
1983,exp_acyclic_indvary2_step2_batch_yyy09.pl,f3,no,0.02,no,corr,0
1984,exp_acyclic_indvary2_step2_batch_yyy09.pl,r1,yes,0.04,yes,corr,1
1985,exp_acyclic_indvary2_step2_batch_yyy09.pl,q3,yes,0.04,yes,corr,1
1986,exp_acyclic_indvary2_step2_batch_yyy09.pl,p1,yes,0.09,yes,corr,2
1987,exp_acyclic_indvary2_step2_batch_yyy09.pl,z4,no,0.02,no,corr,0
1988,exp_acyclic_indvary2_step2_batch_yyy09.pl,r5,no,0.02,no,corr,0
1989,exp_acyclic_indvary2_step2_batch_yyy09.pl,u3,no,0.02,no,corr,0
1990,exp_acyclic_indvary2_step2_batch_yyy09.pl,e3,no,0.02,no,corr,0
1991,exp_acyclic_indvary2_step2_batch_yyy10.pl,t5,no,0.11,no,corr,0
1992,exp_acyclic_indvary2_step2_batch_yyy10.pl,z6,no,0.02,no,corr,0
1993,exp_acyclic_indvary2_step2_batch_yyy10.pl,s4,no,0.02,no,corr,0
1994,exp_acyclic_indvary2_step2_batch_yyy10.pl,e1,,600,yes,TIMEOUT,14
1995,exp_acyclic_indvary2_step2_batch_yyy10.pl,x3,no,0.05,no,corr,0
1996,exp_acyclic_indvary2_step2_batch_yyy10.pl,v6,no,0.06,no,corr,0
1997,exp_acyclic_indvary2_step2_batch_yyy10.pl,c5,no,0.06,no,corr,0
1998,exp_acyclic_indvary2_step2_batch_yyy10.pl,q4,no,0.06,no,corr,0
1999,exp_acyclic_indvary2_step2_batch_yyy10.pl,c1,,600,no,TIMEOUT,17
2000,exp_acyclic_indvary2_step2_batch_yyy10.pl,a3,,600,yes,TIMEOUT,18
2001,exp_acyclic_indvary2_step3_batch_yyy01.pl,d5,no,0.14,no,corr,0
2002,exp_acyclic_indvary2_step3_batch_yyy01.pl,s3,no,0.05,no,corr,0
2003,exp_acyclic_indvary2_step3_batch_yyy01.pl,u7,no,0.04,no,corr,0
2004,exp_acyclic_indvary2_step3_batch_yyy01.pl,x7,no,0.06,no,corr,0
2005,exp_acyclic_indvary2_step3_batch_yyy01.pl,v1,,600,no,TIMEOUT,26
2006,exp_acyclic_indvary2_step3_batch_yyy01.pl,r2,no,0.07,no,corr,0
2007,exp_acyclic_indvary2_step3_batch_yyy01.pl,p7,no,0.07,no,corr,0
2008,exp_acyclic_indvary2_step3_batch_yyy01.pl,d4,no,0.05,no,corr,0
2009,exp_acyclic_indvary2_step3_batch_yyy01.pl,q7,no,0.07,no,corr,0
2010,exp_acyclic_indvary2_step3_batch_yyy01.pl,y5,no,0.07,no,corr,0
2011,exp_acyclic_indvary2_step3_batch_yyy02.pl,e1,,600,yes,TIMEOUT,14
2012,exp_acyclic_indvary2_step3_batch_yyy02.pl,v5,no,0.09,no,corr,0
2013,exp_acyclic_indvary2_step3_batch_yyy02.pl,z4,no,0.07,no,corr,0
2014,exp_acyclic_indvary2_step3_batch_yyy02.pl,c1,yes,0.05,yes,corr,0
2015,exp_acyclic_indvary2_step3_batch_yyy02.pl,b6,no,0.05,no,corr,0
2016,exp_acyclic_indvary2_step3_batch_yyy02.pl,u2,yes,0.08,yes,corr,1
2017,exp_acyclic_indvary2_step3_batch_yyy02.pl,y5,no,0.05,no,corr,0
2018,exp_acyclic_indvary2_step3_batch_yyy02.pl,x4,no,0.08,no,corr,0
2019,exp_acyclic_indvary2_step3_batch_yyy02.pl,t4,no,0.05,no,corr,0
2020,exp_acyclic_indvary2_step3_batch_yyy02.pl,s3,no,0.06,no,corr,0
2021,exp_acyclic_indvary2_step3_batch_yyy03.pl,v2,yes,0.16,yes,corr,1
2022,exp_acyclic_indvary2_step3_batch_yyy03.pl,d4,no,0.07,no,corr,0
2023,exp_acyclic_indvary2_step3_batch_yyy03.pl,v1,,600,no,TIMEOUT,16
2024,exp_acyclic_indvary2_step3_batch_yyy03.pl,v4,no,0.07,no,corr,0
2025,exp_acyclic_indvary2_step3_batch_yyy03.pl,q2,yes,0.1,yes,corr,1
2026,exp_acyclic_indvary2_step3_batch_yyy03.pl,c5,no,0.06,no,corr,0
2027,exp_acyclic_indvary2_step3_batch_yyy03.pl,c2,,600,no,TIMEOUT,17
2028,exp_acyclic_indvary2_step3_batch_yyy03.pl,a5,no,0.05,no,corr,0
2029,exp_acyclic_indvary2_step3_batch_yyy03.pl,y1,no,0.06,no,corr,0
2030,exp_acyclic_indvary2_step3_batch_yyy03.pl,r1,,600,no,TIMEOUT,17
2031,exp_acyclic_indvary2_step3_batch_yyy04.pl,u5,no,0.15,no,corr,0
2032,exp_acyclic_indvary2_step3_batch_yyy04.pl,d4,no,0.06,no,corr,0
2033,exp_acyclic_indvary2_step3_batch_yyy04.pl,u7,no,0.08,no,corr,0
2034,exp_acyclic_indvary2_step3_batch_yyy04.pl,x7,no,0.08,no,corr,0
2035,exp_acyclic_indvary2_step3_batch_yyy04.pl,f5,no,0.08,no,corr,0
2036,exp_acyclic_indvary2_step3_batch_yyy04.pl,p3,yes,0.12,yes,corr,1
2037,exp_acyclic_indvary2_step3_batch_yyy04.pl,v4,no,0.09,no,corr,0
2038,exp_acyclic_indvary2_step3_batch_yyy04.pl,q3,no,0.06,no,corr,0
2039,exp_acyclic_indvary2_step3_batch_yyy04.pl,t1,yes,0.08,yes,corr,1
2040,exp_acyclic_indvary2_step3_batch_yyy04.pl,w3,no,0.08,no,corr,0
2041,exp_acyclic_indvary2_step3_batch_yyy05.pl,r6,no,0.18,no,corr,0
2042,exp_acyclic_indvary2_step3_batch_yyy05.pl,b1,yes,0.1,yes,corr,1
2043,exp_acyclic_indvary2_step3_batch_yyy05.pl,w1,yes,0.1,yes,corr,1
2044,exp_acyclic_indvary2_step3_batch_yyy05.pl,q7,no,0.08,no,corr,0
2045,exp_acyclic_indvary2_step3_batch_yyy05.pl,z6,no,0.09,no,corr,0
2046,exp_acyclic_indvary2_step3_batch_yyy05.pl,b2,,600,no,TIMEOUT,24
2047,exp_acyclic_indvary2_step3_batch_yyy05.pl,v4,no,0.09,no,corr,0
2048,exp_acyclic_indvary2_step3_batch_yyy05.pl,e3,no,0.09,no,corr,0
2049,exp_acyclic_indvary2_step3_batch_yyy05.pl,a2,,600,no,TIMEOUT,21
2050,exp_acyclic_indvary2_step3_batch_yyy05.pl,w3,no,0.07,no,corr,0
2051,exp_acyclic_indvary2_step3_batch_yyy06.pl,t4,no,0.15,no,corr,0
2052,exp_acyclic_indvary2_step3_batch_yyy06.pl,x3,no,0.08,no,corr,0
2053,exp_acyclic_indvary2_step3_batch_yyy06.pl,t3,no,0.08,no,corr,0
2054,exp_acyclic_indvary2_step3_batch_yyy06.pl,a5,no,0.06,no,corr,0
2055,exp_acyclic_indvary2_step3_batch_yyy06.pl,w1,yes,0.11,yes,corr,1
2056,exp_acyclic_indvary2_step3_batch_yyy06.pl,b5,no,0.07,no,corr,0
2057,exp_acyclic_indvary2_step3_batch_yyy06.pl,z3,no,0.08,no,corr,0
2058,exp_acyclic_indvary2_step3_batch_yyy06.pl,r3,,600,no,TIMEOUT,17
2059,exp_acyclic_indvary2_step3_batch_yyy06.pl,q7,no,0.07,no,corr,0
2060,exp_acyclic_indvary2_step3_batch_yyy06.pl,q2,yes,0.07,yes,corr,1
2061,exp_acyclic_indvary2_step3_batch_yyy07.pl,y4,no,0.17,no,corr,0
2062,exp_acyclic_indvary2_step3_batch_yyy07.pl,q5,no,0.05,no,corr,0
2063,exp_acyclic_indvary2_step3_batch_yyy07.pl,w1,yes,0.09,yes,corr,1
2064,exp_acyclic_indvary2_step3_batch_yyy07.pl,f3,no,0.07,no,corr,0
2065,exp_acyclic_indvary2_step3_batch_yyy07.pl,r4,no,0.07,no,corr,0
2066,exp_acyclic_indvary2_step3_batch_yyy07.pl,q1,yes,0.1,yes,corr,1
2067,exp_acyclic_indvary2_step3_batch_yyy07.pl,z5,no,0.06,no,corr,0
2068,exp_acyclic_indvary2_step3_batch_yyy07.pl,v2,no,0.06,no,corr,0
2069,exp_acyclic_indvary2_step3_batch_yyy07.pl,a4,no,0.07,no,corr,0
2070,exp_acyclic_indvary2_step3_batch_yyy07.pl,w6,no,0.07,no,corr,0
2071,exp_acyclic_indvary2_step3_batch_yyy08.pl,d5,no,0.16,no,corr,0
2072,exp_acyclic_indvary2_step3_batch_yyy08.pl,t5,no,0.06,no,corr,0
2073,exp_acyclic_indvary2_step3_batch_yyy08.pl,w7,no,0.05,no,corr,0
2074,exp_acyclic_indvary2_step3_batch_yyy08.pl,a4,no,0.08,no,corr,0
2075,exp_acyclic_indvary2_step3_batch_yyy08.pl,r5,no,0.06,no,corr,0
2076,exp_acyclic_indvary2_step3_batch_yyy08.pl,u3,no,0.05,no,corr,0
2077,exp_acyclic_indvary2_step3_batch_yyy08.pl,r2,,600,no,TIMEOUT,17
2078,exp_acyclic_indvary2_step3_batch_yyy08.pl,y6,no,0.07,no,corr,0
2079,exp_acyclic_indvary2_step3_batch_yyy08.pl,p4,no,0.07,no,corr,0
2080,exp_acyclic_indvary2_step3_batch_yyy08.pl,x3,no,0.07,no,corr,0
2081,exp_acyclic_indvary2_step3_batch_yyy09.pl,b1,,600,no,TIMEOUT,18
2082,exp_acyclic_indvary2_step3_batch_yyy09.pl,r5,no,0.07,no,corr,0
2083,exp_acyclic_indvary2_step3_batch_yyy09.pl,a3,yes,0.09,yes,corr,1
2084,exp_acyclic_indvary2_step3_batch_yyy09.pl,a1,yes,0.06,yes,corr,0
2085,exp_acyclic_indvary2_step3_batch_yyy09.pl,f2,,600,no,TIMEOUT,20
2086,exp_acyclic_indvary2_step3_batch_yyy09.pl,v1,yes,0.08,yes,corr,1
2087,exp_acyclic_indvary2_step3_batch_yyy09.pl,p3,,600,no,TIMEOUT,17
2088,exp_acyclic_indvary2_step3_batch_yyy09.pl,c1,,600,no,TIMEOUT,21
2089,exp_acyclic_indvary2_step3_batch_yyy09.pl,c6,no,0.04,no,corr,0
2090,exp_acyclic_indvary2_step3_batch_yyy09.pl,z2,no,0.06,no,corr,0
2091,exp_acyclic_indvary2_step3_batch_yyy10.pl,w2,yes,0.16,yes,corr,1
2092,exp_acyclic_indvary2_step3_batch_yyy10.pl,u3,no,0.07,no,corr,0
2093,exp_acyclic_indvary2_step3_batch_yyy10.pl,p1,yes,0.07,yes,corr,1
2094,exp_acyclic_indvary2_step3_batch_yyy10.pl,p7,no,0.05,no,corr,0
2095,exp_acyclic_indvary2_step3_batch_yyy10.pl,p5,no,0.06,no,corr,0
2096,exp_acyclic_indvary2_step3_batch_yyy10.pl,c2,,600,no,TIMEOUT,19
2097,exp_acyclic_indvary2_step3_batch_yyy10.pl,t6,no,0.09,no,corr,0
2098,exp_acyclic_indvary2_step3_batch_yyy10.pl,d1,,600,no,TIMEOUT,20
2099,exp_acyclic_indvary2_step3_batch_yyy10.pl,u2,yes,0.05,yes,corr,1
2100,exp_acyclic_indvary2_step3_batch_yyy10.pl,t1,yes,0.05,yes,corr,1
2101,exp_acyclic_indvary2_step4_batch_yyy01.pl,p4,no,0.11,no,corr,0
2102,exp_acyclic_indvary2_step4_batch_yyy01.pl,e5,no,0.03,no,corr,0
2103,exp_acyclic_indvary2_step4_batch_yyy01.pl,d3,no,0.03,no,corr,0
2104,exp_acyclic_indvary2_step4_batch_yyy01.pl,s1,yes,0.07,yes,corr,1
2105,exp_acyclic_indvary2_step4_batch_yyy01.pl,t5,no,0.03,no,corr,0
2106,exp_acyclic_indvary2_step4_batch_yyy01.pl,s3,no,0.03,no,corr,0
2107,exp_acyclic_indvary2_step4_batch_yyy01.pl,r3,no,0.03,no,corr,0
2108,exp_acyclic_indvary2_step4_batch_yyy01.pl,d1,,600,no,TIMEOUT,24
2109,exp_acyclic_indvary2_step4_batch_yyy01.pl,x4,no,0.06,no,corr,0
2110,exp_acyclic_indvary2_step4_batch_yyy01.pl,w3,no,0.06,no,corr,0
2111,exp_acyclic_indvary2_step4_batch_yyy02.pl,u5,no,0.16,no,corr,0
2112,exp_acyclic_indvary2_step4_batch_yyy02.pl,c3,,600,no,TIMEOUT,28
2113,exp_acyclic_indvary2_step4_batch_yyy02.pl,z6,no,0.06,no,corr,0
2114,exp_acyclic_indvary2_step4_batch_yyy02.pl,p7,no,0.07,no,corr,0
2115,exp_acyclic_indvary2_step4_batch_yyy02.pl,w5,no,0.06,no,corr,0
2116,exp_acyclic_indvary2_step4_batch_yyy02.pl,r3,yes,0.1,yes,corr,1
2117,exp_acyclic_indvary2_step4_batch_yyy02.pl,p1,yes,0.1,yes,corr,1
2118,exp_acyclic_indvary2_step4_batch_yyy02.pl,a2,yes,0.09,yes,corr,1
2119,exp_acyclic_indvary2_step4_batch_yyy02.pl,u3,no,0.05,no,corr,0
2120,exp_acyclic_indvary2_step4_batch_yyy02.pl,r4,no,0.08,no,corr,0
2121,exp_acyclic_indvary2_step4_batch_yyy03.pl,b2,yes,0.17,yes,corr,1
2122,exp_acyclic_indvary2_step4_batch_yyy03.pl,d3,no,0.07,no,corr,0
2123,exp_acyclic_indvary2_step4_batch_yyy03.pl,w6,no,0.06,no,corr,0
2124,exp_acyclic_indvary2_step4_batch_yyy03.pl,c1,,600,no,TIMEOUT,25
2125,exp_acyclic_indvary2_step4_batch_yyy03.pl,s1,yes,0.12,yes,corr,1
2126,exp_acyclic_indvary2_step4_batch_yyy03.pl,q3,yes,0.09,yes,corr,1
2127,exp_acyclic_indvary2_step4_batch_yyy03.pl,b6,no,0.07,no,corr,0
2128,exp_acyclic_indvary2_step4_batch_yyy03.pl,y5,no,0.07,no,corr,0
2129,exp_acyclic_indvary2_step4_batch_yyy03.pl,a2,yes,0.07,yes,corr,0
2130,exp_acyclic_indvary2_step4_batch_yyy03.pl,w3,no,0.07,no,corr,0
2131,exp_acyclic_indvary2_step4_batch_yyy04.pl,t5,no,1.16,no,corr,0
2132,exp_acyclic_indvary2_step4_batch_yyy04.pl,a6,no,0.06,no,corr,0
2133,exp_acyclic_indvary2_step4_batch_yyy04.pl,r5,no,0.08,no,corr,0
2134,exp_acyclic_indvary2_step4_batch_yyy04.pl,v1,yes,0.1,yes,corr,1
2135,exp_acyclic_indvary2_step4_batch_yyy04.pl,x6,no,0.08,no,corr,0
2136,exp_acyclic_indvary2_step4_batch_yyy04.pl,q1,yes,0.09,yes,corr,1
2137,exp_acyclic_indvary2_step4_batch_yyy04.pl,w2,yes,0.08,yes,corr,1
2138,exp_acyclic_indvary2_step4_batch_yyy04.pl,u1,yes,0.11,yes,corr,1
2139,exp_acyclic_indvary2_step4_batch_yyy04.pl,a2,yes,0.1,yes,corr,1
2140,exp_acyclic_indvary2_step4_batch_yyy04.pl,x4,no,0.07,no,corr,0
2141,exp_acyclic_indvary2_step4_batch_yyy05.pl,p5,no,0.14,no,corr,0
2142,exp_acyclic_indvary2_step4_batch_yyy05.pl,t3,no,0.07,no,corr,0
2143,exp_acyclic_indvary2_step4_batch_yyy05.pl,t6,no,0.06,no,corr,0
2144,exp_acyclic_indvary2_step4_batch_yyy05.pl,a4,no,0.05,no,corr,0
2145,exp_acyclic_indvary2_step4_batch_yyy05.pl,v4,no,0.09,no,corr,0
2146,exp_acyclic_indvary2_step4_batch_yyy05.pl,f4,no,0.06,no,corr,0
2147,exp_acyclic_indvary2_step4_batch_yyy05.pl,x6,no,0.06,no,corr,0
2148,exp_acyclic_indvary2_step4_batch_yyy05.pl,p1,yes,0.08,yes,corr,1
2149,exp_acyclic_indvary2_step4_batch_yyy05.pl,a6,no,0.07,no,corr,0
2150,exp_acyclic_indvary2_step4_batch_yyy05.pl,w7,no,0.07,no,corr,0
2151,exp_acyclic_indvary2_step4_batch_yyy06.pl,d5,no,0.33,no,corr,0
2152,exp_acyclic_indvary2_step4_batch_yyy06.pl,p7,no,0.08,no,corr,0
2153,exp_acyclic_indvary2_step4_batch_yyy06.pl,v5,no,0.07,no,corr,0
2154,exp_acyclic_indvary2_step4_batch_yyy06.pl,b1,yes,0.06,yes,corr,0
2155,exp_acyclic_indvary2_step4_batch_yyy06.pl,p3,yes,0.08,yes,corr,1
2156,exp_acyclic_indvary2_step4_batch_yyy06.pl,f3,no,0.07,no,corr,0
2157,exp_acyclic_indvary2_step4_batch_yyy06.pl,e3,no,0.06,no,corr,0
2158,exp_acyclic_indvary2_step4_batch_yyy06.pl,a3,yes,0.07,yes,corr,0
2159,exp_acyclic_indvary2_step4_batch_yyy06.pl,r7,no,0.08,no,corr,0
2160,exp_acyclic_indvary2_step4_batch_yyy06.pl,d1,yes,0.1,yes,corr,1
2161,exp_acyclic_indvary2_step4_batch_yyy07.pl,w2,yes,1.16,yes,corr,4
2162,exp_acyclic_indvary2_step4_batch_yyy07.pl,u4,no,0.07,no,corr,0
2163,exp_acyclic_indvary2_step4_batch_yyy07.pl,z1,no,0.07,no,corr,0
2164,exp_acyclic_indvary2_step4_batch_yyy07.pl,v1,no,0.08,no,corr,0
2165,exp_acyclic_indvary2_step4_batch_yyy07.pl,s1,yes,0.1,yes,corr,1
2166,exp_acyclic_indvary2_step4_batch_yyy07.pl,z3,no,0.06,no,corr,0
2167,exp_acyclic_indvary2_step4_batch_yyy07.pl,s4,no,0.07,no,corr,0
2168,exp_acyclic_indvary2_step4_batch_yyy07.pl,y4,no,0.08,no,corr,0
2169,exp_acyclic_indvary2_step4_batch_yyy07.pl,t2,no,0.05,no,corr,0
2170,exp_acyclic_indvary2_step4_batch_yyy07.pl,t7,no,0.05,no,corr,0
2171,exp_acyclic_indvary2_step4_batch_yyy08.pl,u6,no,0.22,no,corr,0
2172,exp_acyclic_indvary2_step4_batch_yyy08.pl,f5,no,0.07,no,corr,0
2173,exp_acyclic_indvary2_step4_batch_yyy08.pl,f3,no,0.07,no,corr,0
2174,exp_acyclic_indvary2_step4_batch_yyy08.pl,t7,no,0.07,no,corr,0
2175,exp_acyclic_indvary2_step4_batch_yyy08.pl,v4,no,0.06,no,corr,0
2176,exp_acyclic_indvary2_step4_batch_yyy08.pl,s7,no,0.07,no,corr,0
2177,exp_acyclic_indvary2_step4_batch_yyy08.pl,y2,,600,yes,TIMEOUT,15
2178,exp_acyclic_indvary2_step4_batch_yyy08.pl,x6,no,0.05,no,corr,0
2179,exp_acyclic_indvary2_step4_batch_yyy08.pl,r3,yes,0.09,yes,corr,1
2180,exp_acyclic_indvary2_step4_batch_yyy08.pl,t1,yes,0.11,yes,corr,1
2181,exp_acyclic_indvary2_step4_batch_yyy09.pl,e1,,600,no,TIMEOUT,25
2182,exp_acyclic_indvary2_step4_batch_yyy09.pl,s5,no,0.05,no,corr,0
2183,exp_acyclic_indvary2_step4_batch_yyy09.pl,c5,no,0.07,no,corr,0
2184,exp_acyclic_indvary2_step4_batch_yyy09.pl,x7,no,0.07,no,corr,0
2185,exp_acyclic_indvary2_step4_batch_yyy09.pl,e3,no,0.06,no,corr,0
2186,exp_acyclic_indvary2_step4_batch_yyy09.pl,p2,yes,0.08,yes,corr,1
2187,exp_acyclic_indvary2_step4_batch_yyy09.pl,y2,yes,0.1,yes,corr,1
2188,exp_acyclic_indvary2_step4_batch_yyy09.pl,r2,yes,0.09,yes,corr,1
2189,exp_acyclic_indvary2_step4_batch_yyy09.pl,b6,no,0.07,no,corr,0
2190,exp_acyclic_indvary2_step4_batch_yyy09.pl,a1,,600,yes,TIMEOUT,14
2191,exp_acyclic_indvary2_step4_batch_yyy10.pl,t5,no,0.57,no,corr,0
2192,exp_acyclic_indvary2_step4_batch_yyy10.pl,z6,no,0.05,no,corr,0
2193,exp_acyclic_indvary2_step4_batch_yyy10.pl,p7,no,0.07,no,corr,0
2194,exp_acyclic_indvary2_step4_batch_yyy10.pl,z4,no,0.05,no,corr,0
2195,exp_acyclic_indvary2_step4_batch_yyy10.pl,c1,,600,no,TIMEOUT,20
2196,exp_acyclic_indvary2_step4_batch_yyy10.pl,r7,no,0.06,no,corr,0
2197,exp_acyclic_indvary2_step4_batch_yyy10.pl,u2,yes,0.11,yes,corr,1
2198,exp_acyclic_indvary2_step4_batch_yyy10.pl,x4,no,0.06,no,corr,0
2199,exp_acyclic_indvary2_step4_batch_yyy10.pl,y2,yes,0.1,yes,corr,1
2200,exp_acyclic_indvary2_step4_batch_yyy10.pl,x1,yes,0.09,yes,corr,1
2201,exp_acyclic_indvary2_step5_batch_yyy01.pl,d3,no,2.11,no,corr,0
2202,exp_acyclic_indvary2_step5_batch_yyy01.pl,u7,no,0.06,no,corr,0
2203,exp_acyclic_indvary2_step5_batch_yyy01.pl,e4,no,0.07,no,corr,0
2204,exp_acyclic_indvary2_step5_batch_yyy01.pl,f3,no,0.07,no,corr,0
2205,exp_acyclic_indvary2_step5_batch_yyy01.pl,t2,no,0.09,no,corr,0
2206,exp_acyclic_indvary2_step5_batch_yyy01.pl,v4,no,0.06,no,corr,0
2207,exp_acyclic_indvary2_step5_batch_yyy01.pl,a3,,600,no,TIMEOUT,24
2208,exp_acyclic_indvary2_step5_batch_yyy01.pl,y6,no,0.03,no,corr,0
2209,exp_acyclic_indvary2_step5_batch_yyy01.pl,s2,yes,0.07,yes,corr,1
2210,exp_acyclic_indvary2_step5_batch_yyy01.pl,z1,yes,0.06,yes,corr,1
2211,exp_acyclic_indvary2_step5_batch_yyy02.pl,s3,no,0.75,no,corr,0
2212,exp_acyclic_indvary2_step5_batch_yyy02.pl,v7,no,0.03,no,corr,0
2213,exp_acyclic_indvary2_step5_batch_yyy02.pl,v2,yes,0.24,yes,corr,2
2214,exp_acyclic_indvary2_step5_batch_yyy02.pl,w1,yes,0.07,yes,corr,1
2215,exp_acyclic_indvary2_step5_batch_yyy02.pl,r4,no,0.03,no,corr,0
2216,exp_acyclic_indvary2_step5_batch_yyy02.pl,p2,no,0.03,no,corr,0
2217,exp_acyclic_indvary2_step5_batch_yyy02.pl,d1,yes,0.07,yes,corr,1
2218,exp_acyclic_indvary2_step5_batch_yyy02.pl,q2,yes,0.24,yes,corr,2
2219,exp_acyclic_indvary2_step5_batch_yyy02.pl,b6,no,0.03,no,corr,0
