id,instance,goal,result,duration,correct_result,verdict,steps_obtained,constraints_no,constraints_max,constraints_min
1,exp_acyclic_depvary_step2_batch_yyy10.pl+aba_5000_0.3_10_10_0.aba,r2,yes,114.26,yes,corr,1,None,None,None
2,exp_acyclic_indvary3_step6_batch_yyy01.pl+aba_5000_0.3_10_10_0.aba,e2,yes,115.54,yes,corr,1,None,None,None
3,exp_acyclic_depvary_step7_batch_yyy03.pl+aba_5000_0.3_10_10_0.aba,p1,yes,116.21,yes,corr,1,None,None,None
4,exp_acyclic_indvary2_step6_batch_yyy06.pl+aba_5000_0.3_10_10_0.aba,f2,no,112.24,no,corr,1,None,None,None
5,exp_acyclic_depvary_step4_batch_yyy05.pl+aba_5000_0.3_10_10_0.aba,z2,yes,112.03,yes,corr,1,None,None,None
6,exp_acyclic_indvary2_step8_batch_yyy10.pl+aba_5000_0.3_10_10_0.aba,d1,no,114.61,no,corr,1,None,None,None
7,exp_cycles_indvary2_step8_batch_yyy03.pl+aba_5000_0.3_10_10_0.aba,u2,yes,114.09,yes,corr,1,None,None,None
8,exp_cycles_indvary2_step5_batch_yyy10.pl+aba_5000_0.3_10_10_0.aba,r3,yes,114.48,yes,corr,1,None,None,None
9,exp_acyclic_indvary1_step5_batch_yyy04.pl+aba_5000_0.3_10_10_0.aba,e1,yes,76.01,yes,corr,0,None,None,None
10,exp_acyclic_indvary2_step4_batch_yyy02.pl+aba_5000_0.3_10_10_0.aba,c3,no,228.06,no,corr,4,None,None,None
11,exp_acyclic_depvary_step2_batch_yyy10.pl+aba_5000_0.3_5_5_8.aba,r2,yes,54.46,yes,corr,1,None,None,None
12,exp_acyclic_indvary3_step6_batch_yyy01.pl+aba_5000_0.3_5_5_8.aba,e2,yes,57.01,yes,corr,1,None,None,None
13,exp_acyclic_depvary_step7_batch_yyy03.pl+aba_5000_0.3_5_5_8.aba,p1,yes,54.52,yes,corr,1,None,None,None
14,exp_acyclic_indvary2_step6_batch_yyy06.pl+aba_5000_0.3_5_5_8.aba,f2,no,58.12,no,corr,1,None,None,None
15,exp_acyclic_depvary_step4_batch_yyy05.pl+aba_5000_0.3_5_5_8.aba,z2,yes,56.7,yes,corr,1,None,None,None
16,exp_acyclic_indvary2_step8_batch_yyy10.pl+aba_5000_0.3_5_5_8.aba,d1,no,58.75,no,corr,1,None,None,None
17,exp_cycles_indvary2_step8_batch_yyy03.pl+aba_5000_0.3_5_5_8.aba,u2,yes,59.1,yes,corr,1,None,None,None
18,exp_cycles_indvary2_step5_batch_yyy10.pl+aba_5000_0.3_5_5_8.aba,r3,yes,56.68,yes,corr,1,None,None,None
19,exp_acyclic_indvary1_step5_batch_yyy04.pl+aba_5000_0.3_5_5_8.aba,e1,yes,38.44,yes,corr,0,None,None,None
20,exp_acyclic_indvary2_step4_batch_yyy02.pl+aba_5000_0.3_5_5_8.aba,c3,no,118.16,no,corr,4,None,None,None
21,exp_acyclic_depvary_step2_batch_yyy10.pl+aba_2000_0.3_5_5_9.aba,r2,yes,7.98,yes,corr,1,None,None,None
22,exp_acyclic_indvary3_step6_batch_yyy01.pl+aba_2000_0.3_5_5_9.aba,e2,yes,8.06,yes,corr,1,None,None,None
23,exp_acyclic_depvary_step7_batch_yyy03.pl+aba_2000_0.3_5_5_9.aba,p1,yes,8.16,yes,corr,1,None,None,None
24,exp_acyclic_indvary2_step6_batch_yyy06.pl+aba_2000_0.3_5_5_9.aba,f2,no,8.14,no,corr,1,None,None,None
25,exp_acyclic_depvary_step4_batch_yyy05.pl+aba_2000_0.3_5_5_9.aba,z2,yes,7.95,yes,corr,1,None,None,None
26,exp_acyclic_indvary2_step8_batch_yyy10.pl+aba_2000_0.3_5_5_9.aba,d1,no,8.41,no,corr,1,None,None,None
27,exp_cycles_indvary2_step8_batch_yyy03.pl+aba_2000_0.3_5_5_9.aba,u2,yes,8.31,yes,corr,1,None,None,None
28,exp_cycles_indvary2_step5_batch_yyy10.pl+aba_2000_0.3_5_5_9.aba,r3,yes,7.97,yes,corr,1,None,None,None
29,exp_acyclic_indvary1_step5_batch_yyy04.pl+aba_2000_0.3_5_5_9.aba,e1,yes,5.65,yes,corr,0,None,None,None
30,exp_acyclic_indvary2_step4_batch_yyy02.pl+aba_2000_0.3_5_5_9.aba,c3,no,14.88,no,corr,4,None,None,None
31,exp_acyclic_depvary_step2_batch_yyy10.pl+aba_5000_0.3_10_10_5.aba,r2,yes,115.46,yes,corr,1,None,None,None
32,exp_acyclic_indvary3_step6_batch_yyy01.pl+aba_5000_0.3_10_10_5.aba,e2,yes,115.98,yes,corr,1,None,None,None
33,exp_acyclic_depvary_step7_batch_yyy03.pl+aba_5000_0.3_10_10_5.aba,p1,yes,113.61,yes,corr,1,None,None,None
34,exp_acyclic_indvary2_step6_batch_yyy06.pl+aba_5000_0.3_10_10_5.aba,f2,no,118.73,no,corr,1,None,None,None
35,exp_acyclic_depvary_step4_batch_yyy05.pl+aba_5000_0.3_10_10_5.aba,z2,yes,118.01,yes,corr,1,None,None,None
36,exp_acyclic_indvary2_step8_batch_yyy10.pl+aba_5000_0.3_10_10_5.aba,d1,no,121.55,no,corr,1,None,None,None
37,exp_cycles_indvary2_step8_batch_yyy03.pl+aba_5000_0.3_10_10_5.aba,u2,yes,119.29,yes,corr,1,None,None,None
38,exp_cycles_indvary2_step5_batch_yyy10.pl+aba_5000_0.3_10_10_5.aba,r3,yes,116.9,yes,corr,1,None,None,None
39,exp_acyclic_indvary1_step5_batch_yyy04.pl+aba_5000_0.3_10_10_5.aba,e1,yes,79.66,yes,corr,0,None,None,None
40,exp_acyclic_indvary2_step4_batch_yyy02.pl+aba_5000_0.3_10_10_5.aba,c3,no,235.85,no,corr,4,None,None,None
41,exp_acyclic_depvary_step2_batch_yyy10.pl+aba_5000_0.3_10_10_6.aba,r2,yes,116.36,yes,corr,1,None,None,None
42,exp_acyclic_indvary3_step6_batch_yyy01.pl+aba_5000_0.3_10_10_6.aba,e2,yes,116.79,yes,corr,1,None,None,None
43,exp_acyclic_depvary_step7_batch_yyy03.pl+aba_5000_0.3_10_10_6.aba,p1,yes,118.77,yes,corr,1,None,None,None
44,exp_acyclic_indvary2_step6_batch_yyy06.pl+aba_5000_0.3_10_10_6.aba,f2,no,119.58,no,corr,1,None,None,None
45,exp_acyclic_depvary_step4_batch_yyy05.pl+aba_5000_0.3_10_10_6.aba,z2,yes,118.17,yes,corr,1,None,None,None
46,exp_acyclic_indvary2_step8_batch_yyy10.pl+aba_5000_0.3_10_10_6.aba,d1,no,120.88,no,corr,1,None,None,None
47,exp_cycles_indvary2_step8_batch_yyy03.pl+aba_5000_0.3_10_10_6.aba,u2,yes,120.33,yes,corr,1,None,None,None
48,exp_cycles_indvary2_step5_batch_yyy10.pl+aba_5000_0.3_10_10_6.aba,r3,yes,119.08,yes,corr,1,None,None,None
49,exp_acyclic_indvary1_step5_batch_yyy04.pl+aba_5000_0.3_10_10_6.aba,e1,yes,78.24,yes,corr,0,None,None,None
50,exp_acyclic_indvary2_step4_batch_yyy02.pl+aba_5000_0.3_10_10_6.aba,c3,no,237.51,no,corr,4,None,None,None
51,exp_acyclic_depvary_step2_batch_yyy10.pl+aba_5000_0.3_5_5_3.aba,r2,yes,57.84,yes,corr,1,None,None,None
52,exp_acyclic_indvary3_step6_batch_yyy01.pl+aba_5000_0.3_5_5_3.aba,e2,yes,59.17,yes,corr,1,None,None,None
53,exp_acyclic_depvary_step7_batch_yyy03.pl+aba_5000_0.3_5_5_3.aba,p1,yes,59.18,yes,corr,1,None,None,None
54,exp_acyclic_indvary2_step6_batch_yyy06.pl+aba_5000_0.3_5_5_3.aba,f2,no,58.4,no,corr,1,None,None,None
55,exp_acyclic_depvary_step4_batch_yyy05.pl+aba_5000_0.3_5_5_3.aba,z2,yes,56.53,yes,corr,1,None,None,None
