id,instance,goal,result,duration,correct_result,verdict,steps_obtained,constraints_no,constraints_max,constraints_min,is_trivial
1285,exp_acyclic_indvary1_step3_batch_yyy09.pl,q4,no,0.27,no,corr,0.0,None,None,None,yes
1286,exp_acyclic_indvary1_step3_batch_yyy09.pl,v1,no,0.28,no,corr,5.0,None,None,None,no
1287,exp_acyclic_indvary1_step3_batch_yyy09.pl,q1,no,0.23,no,corr,0.0,None,None,None,yes
1288,exp_acyclic_indvary1_step3_batch_yyy09.pl,c1,no,0.24,no,corr,1.0,None,None,None,no
1289,exp_acyclic_indvary1_step3_batch_yyy09.pl,t2,no,0.17,no,corr,3.0,None,None,None,no
1290,exp_acyclic_indvary1_step3_batch_yyy09.pl,c6,no,0.19,no,corr,0.0,None,None,None,yes
1291,exp_acyclic_indvary1_step3_batch_yyy10.pl,e1,yes,0.2,yes,corr,1.0,None,None,None,no
1292,exp_acyclic_indvary1_step3_batch_yyy10.pl,w5,no,0.3,no,corr,0.0,None,None,None,yes
1293,exp_acyclic_indvary1_step3_batch_yyy10.pl,z1,yes,0.29,yes,corr,1.0,None,None,None,no
1294,exp_acyclic_indvary1_step3_batch_yyy10.pl,a4,no,0.22,no,corr,0.0,None,None,None,yes
1295,exp_acyclic_indvary1_step3_batch_yyy10.pl,p3,no,0.55,no,corr,7.0,None,None,None,no
1296,exp_acyclic_indvary1_step3_batch_yyy10.pl,b6,no,0.23,no,corr,0.0,None,None,None,yes
1297,exp_acyclic_indvary1_step3_batch_yyy10.pl,d1,no,0.29,no,corr,1.0,None,None,None,no
1298,exp_acyclic_indvary1_step3_batch_yyy10.pl,c3,no,0.42,no,corr,1.0,None,None,None,no
1299,exp_acyclic_indvary1_step3_batch_yyy10.pl,t5,no,0.2,no,corr,0.0,None,None,None,yes
1300,exp_acyclic_indvary1_step3_batch_yyy10.pl,s3,no,0.25,no,corr,0.0,None,None,None,yes
1301,exp_acyclic_indvary1_step4_batch_yyy01.pl,u1,yes,0.29,yes,corr,5.0,None,None,None,no
1302,exp_acyclic_indvary1_step4_batch_yyy01.pl,a5,no,0.2,no,corr,0.0,None,None,None,yes
1303,exp_acyclic_indvary1_step4_batch_yyy01.pl,e4,no,0.23,no,corr,0.0,None,None,None,yes
1304,exp_acyclic_indvary1_step4_batch_yyy01.pl,v4,no,0.25,no,corr,0.0,None,None,None,yes
1305,exp_acyclic_indvary1_step4_batch_yyy01.pl,v3,yes,0.24,yes,corr,3.0,None,None,None,no
1306,exp_acyclic_indvary1_step4_batch_yyy01.pl,e2,no,0.22,no,corr,3.0,None,None,None,no
1307,exp_acyclic_indvary1_step4_batch_yyy01.pl,s5,no,0.22,no,corr,0.0,None,None,None,yes
1308,exp_acyclic_indvary1_step4_batch_yyy01.pl,q5,no,0.42,no,corr,0.0,None,None,None,yes
1309,exp_acyclic_indvary1_step4_batch_yyy01.pl,y2,yes,0.19,yes,corr,1.0,None,None,None,no
1310,exp_acyclic_indvary1_step4_batch_yyy01.pl,x1,no,0.19,no,corr,0.0,None,None,None,yes
1311,exp_acyclic_indvary1_step4_batch_yyy02.pl,s3,yes,0.18,yes,corr,1.0,None,None,None,no
1312,exp_acyclic_indvary1_step4_batch_yyy02.pl,b1,no,0.17,no,corr,1.0,None,None,None,no
1313,exp_acyclic_indvary1_step4_batch_yyy02.pl,w4,no,0.23,no,corr,0.0,None,None,None,yes
1314,exp_acyclic_indvary1_step4_batch_yyy02.pl,a3,yes,0.28,yes,corr,0.0,None,None,None,no
1315,exp_acyclic_indvary1_step4_batch_yyy02.pl,x1,no,0.36,no,corr,0.0,None,None,None,yes
1316,exp_acyclic_indvary1_step4_batch_yyy02.pl,a1,yes,0.5,yes,corr,0.0,None,None,None,no
1317,exp_acyclic_indvary1_step4_batch_yyy02.pl,r3,no,0.27,no,corr,4.0,None,None,None,no
1318,exp_acyclic_indvary1_step4_batch_yyy02.pl,f2,yes,0.28,yes,corr,0.0,None,None,None,no
1319,exp_acyclic_indvary1_step4_batch_yyy02.pl,b3,yes,0.23,yes,corr,5.0,None,None,None,no
1320,exp_acyclic_indvary1_step4_batch_yyy02.pl,y4,no,0.24,no,corr,0.0,None,None,None,yes
1321,exp_acyclic_indvary1_step4_batch_yyy03.pl,u5,no,0.21,no,corr,0.0,None,None,None,yes
1322,exp_acyclic_indvary1_step4_batch_yyy03.pl,q4,no,0.29,no,corr,10.0,None,None,None,no
1323,exp_acyclic_indvary1_step4_batch_yyy03.pl,z4,no,0.33,no,corr,0.0,None,None,None,yes
1324,exp_acyclic_indvary1_step4_batch_yyy03.pl,y2,no,0.18,no,corr,0.0,None,None,None,yes
1325,exp_acyclic_indvary1_step4_batch_yyy03.pl,r2,yes,0.22,yes,corr,1.0,None,None,None,no
1326,exp_acyclic_indvary1_step4_batch_yyy03.pl,v3,no,0.26,no,corr,0.0,None,None,None,yes
1327,exp_acyclic_indvary1_step4_batch_yyy03.pl,t4,no,0.31,no,corr,0.0,None,None,None,yes
1328,exp_acyclic_indvary1_step4_batch_yyy03.pl,c4,no,0.35,no,corr,0.0,None,None,None,yes
1329,exp_acyclic_indvary1_step4_batch_yyy03.pl,p5,no,0.18,no,corr,0.0,None,None,None,yes
1330,exp_acyclic_indvary1_step4_batch_yyy03.pl,x3,yes,0.26,yes,corr,1.0,None,None,None,no
1331,exp_acyclic_indvary1_step4_batch_yyy04.pl,a6,no,0.27,no,corr,0.0,None,None,None,yes
1332,exp_acyclic_indvary1_step4_batch_yyy04.pl,z5,no,0.19,no,corr,0.0,None,None,None,yes
1333,exp_acyclic_indvary1_step4_batch_yyy04.pl,p2,yes,0.22,yes,corr,1.0,None,None,None,no
1334,exp_acyclic_indvary1_step4_batch_yyy04.pl,a3,yes,0.2,yes,corr,0.0,None,None,None,no
1335,exp_acyclic_indvary1_step4_batch_yyy04.pl,w3,no,0.47,no,corr,8.0,None,None,None,no
1336,exp_acyclic_indvary1_step4_batch_yyy04.pl,f2,no,0.2,no,corr,1.0,None,None,None,no
1337,exp_acyclic_indvary1_step4_batch_yyy04.pl,c2,yes,0.28,yes,corr,0.0,None,None,None,no
1338,exp_acyclic_indvary1_step4_batch_yyy04.pl,b1,yes,0.16,yes,corr,0.0,None,None,None,no
1339,exp_acyclic_indvary1_step4_batch_yyy04.pl,e3,no,0.23,no,corr,0.0,None,None,None,yes
1340,exp_acyclic_indvary1_step4_batch_yyy04.pl,r4,no,0.21,no,corr,0.0,None,None,None,yes
1341,exp_acyclic_indvary1_step4_batch_yyy05.pl,v2,no,0.32,no,corr,0.0,None,None,None,yes
1342,exp_acyclic_indvary1_step4_batch_yyy05.pl,w5,no,0.34,no,corr,0.0,None,None,None,yes
1343,exp_acyclic_indvary1_step4_batch_yyy05.pl,b4,no,0.26,no,corr,0.0,None,None,None,yes
1344,exp_acyclic_indvary1_step4_batch_yyy05.pl,c5,no,0.19,no,corr,0.0,None,None,None,yes
1345,exp_acyclic_indvary1_step4_batch_yyy05.pl,q4,yes,0.25,yes,corr,1.0,None,None,None,no
1346,exp_acyclic_indvary1_step4_batch_yyy05.pl,y3,no,0.28,no,corr,5.0,None,None,None,no
1347,exp_acyclic_indvary1_step4_batch_yyy05.pl,w4,no,0.37,no,corr,0.0,None,None,None,yes
1348,exp_acyclic_indvary1_step4_batch_yyy05.pl,v4,no,0.33,no,corr,0.0,None,None,None,yes
1349,exp_acyclic_indvary1_step4_batch_yyy05.pl,x1,yes,0.23,yes,corr,1.0,None,None,None,no
1350,exp_acyclic_indvary1_step4_batch_yyy05.pl,a2,no,0.23,no,corr,1.0,None,None,None,no
1351,exp_acyclic_indvary1_step4_batch_yyy06.pl,a6,no,0.2,no,corr,0.0,None,None,None,yes
1352,exp_acyclic_indvary1_step4_batch_yyy06.pl,p5,no,0.23,no,corr,0.0,None,None,None,yes
1353,exp_acyclic_indvary1_step4_batch_yyy06.pl,d3,no,0.25,no,corr,0.0,None,None,None,yes
1354,exp_acyclic_indvary1_step4_batch_yyy06.pl,t3,no,0.2,no,corr,0.0,None,None,None,yes
1355,exp_acyclic_indvary1_step4_batch_yyy06.pl,a4,no,0.25,no,corr,0.0,None,None,None,yes
1356,exp_acyclic_indvary1_step4_batch_yyy06.pl,d2,no,0.29,no,corr,4.0,None,None,None,no
1357,exp_acyclic_indvary1_step4_batch_yyy06.pl,q1,yes,0.22,yes,corr,2.0,None,None,None,no
1358,exp_acyclic_indvary1_step4_batch_yyy06.pl,p1,no,0.5,no,corr,0.0,None,None,None,yes
1359,exp_acyclic_indvary1_step4_batch_yyy06.pl,b6,no,0.37,no,corr,0.0,None,None,None,yes
1360,exp_acyclic_indvary1_step4_batch_yyy06.pl,a1,yes,0.24,yes,corr,2.0,None,None,None,no
1361,exp_acyclic_indvary1_step4_batch_yyy07.pl,s3,yes,0.31,yes,corr,1.0,None,None,None,no
1362,exp_acyclic_indvary1_step4_batch_yyy07.pl,w2,no,0.27,no,corr,0.0,None,None,None,yes
1363,exp_acyclic_indvary1_step4_batch_yyy07.pl,d3,no,0.2,no,corr,0.0,None,None,None,yes
1364,exp_acyclic_indvary1_step4_batch_yyy07.pl,b4,no,0.22,no,corr,0.0,None,None,None,yes
1365,exp_acyclic_indvary1_step4_batch_yyy07.pl,z1,no,0.27,no,corr,0.0,None,None,None,yes
1366,exp_acyclic_indvary1_step4_batch_yyy07.pl,q4,yes,0.27,yes,corr,1.0,None,None,None,no
1367,exp_acyclic_indvary1_step4_batch_yyy07.pl,p3,yes,0.24,yes,corr,1.0,None,None,None,no
1368,exp_acyclic_indvary1_step4_batch_yyy07.pl,y1,no,0.22,no,corr,0.0,None,None,None,yes
1369,exp_acyclic_indvary1_step4_batch_yyy07.pl,p1,yes,0.39,yes,corr,1.0,None,None,None,no
1370,exp_acyclic_indvary1_step4_batch_yyy07.pl,a2,yes,0.49,yes,corr,1.0,None,None,None,no
1371,exp_acyclic_indvary1_step4_batch_yyy08.pl,u5,no,0.26,no,corr,0.0,None,None,None,yes
1372,exp_acyclic_indvary1_step4_batch_yyy08.pl,v2,no,0.5,no,corr,0.0,None,None,None,yes
1373,exp_acyclic_indvary1_step4_batch_yyy08.pl,f1,no,0.25,no,corr,1.0,None,None,None,no
1374,exp_acyclic_indvary1_step4_batch_yyy08.pl,f3,no,0.32,no,corr,0.0,None,None,None,yes
1375,exp_acyclic_indvary1_step4_batch_yyy08.pl,b6,no,0.23,no,corr,0.0,None,None,None,yes
1376,exp_acyclic_indvary1_step4_batch_yyy08.pl,x4,no,0.29,no,corr,0.0,None,None,None,yes
1377,exp_acyclic_indvary1_step4_batch_yyy08.pl,s4,no,0.18,no,corr,0.0,None,None,None,yes
1378,exp_acyclic_indvary1_step4_batch_yyy08.pl,b3,no,0.21,no,corr,1.0,None,None,None,no
1379,exp_acyclic_indvary1_step4_batch_yyy08.pl,z4,no,0.26,no,corr,0.0,None,None,None,yes
1380,exp_acyclic_indvary1_step4_batch_yyy08.pl,y3,no,0.3,no,corr,0.0,None,None,None,yes
1381,exp_acyclic_indvary1_step4_batch_yyy09.pl,c3,yes,0.25,yes,corr,1.0,None,None,None,no
1382,exp_acyclic_indvary1_step4_batch_yyy09.pl,f5,no,0.23,no,corr,0.0,None,None,None,yes
1383,exp_acyclic_indvary1_step4_batch_yyy09.pl,c1,yes,0.26,yes,corr,0.0,None,None,None,no
1384,exp_acyclic_indvary1_step4_batch_yyy09.pl,p2,no,0.36,no,corr,5.0,None,None,None,no
1385,exp_acyclic_indvary1_step4_batch_yyy09.pl,q3,no,0.3,no,corr,2.0,None,None,None,no
1386,exp_acyclic_indvary1_step4_batch_yyy09.pl,y2,no,0.23,no,corr,3.0,None,None,None,no
1387,exp_acyclic_indvary1_step4_batch_yyy09.pl,r2,yes,0.22,yes,corr,1.0,None,None,None,no
1388,exp_acyclic_indvary1_step4_batch_yyy09.pl,a1,yes,0.36,yes,corr,6.0,None,None,None,no
1389,exp_acyclic_indvary1_step4_batch_yyy09.pl,u2,no,0.31,no,corr,0.0,None,None,None,yes
1390,exp_acyclic_indvary1_step4_batch_yyy09.pl,q1,no,0.84,no,corr,7.0,None,None,None,no
1391,exp_acyclic_indvary1_step4_batch_yyy10.pl,b2,yes,0.27,yes,corr,0.0,None,None,None,no
1392,exp_acyclic_indvary1_step4_batch_yyy10.pl,p5,no,0.17,no,corr,0.0,None,None,None,yes
1393,exp_acyclic_indvary1_step4_batch_yyy10.pl,w5,no,0.33,no,corr,0.0,None,None,None,yes
1394,exp_acyclic_indvary1_step4_batch_yyy10.pl,w4,no,0.23,no,corr,0.0,None,None,None,yes
1395,exp_acyclic_indvary1_step4_batch_yyy10.pl,x5,no,0.18,no,corr,0.0,None,None,None,yes
1396,exp_acyclic_indvary1_step4_batch_yyy10.pl,e3,no,0.25,no,corr,0.0,None,None,None,yes
1397,exp_acyclic_indvary1_step4_batch_yyy10.pl,f4,no,0.2,no,corr,0.0,None,None,None,yes
1398,exp_acyclic_indvary1_step4_batch_yyy10.pl,q3,yes,0.21,yes,corr,1.0,None,None,None,no
1399,exp_acyclic_indvary1_step4_batch_yyy10.pl,w2,yes,0.35,yes,corr,1.0,None,None,None,no
1400,exp_acyclic_indvary1_step4_batch_yyy10.pl,f1,yes,0.21,yes,corr,0.0,None,None,None,no
1401,exp_acyclic_indvary1_step5_batch_yyy01.pl,z5,no,0.28,no,corr,0.0,None,None,None,yes
1402,exp_acyclic_indvary1_step5_batch_yyy01.pl,u1,no,0.23,no,corr,0.0,None,None,None,yes
1403,exp_acyclic_indvary1_step5_batch_yyy01.pl,q5,no,0.24,no,corr,0.0,None,None,None,yes
1404,exp_acyclic_indvary1_step5_batch_yyy01.pl,w4,no,0.28,no,corr,0.0,None,None,None,yes
1405,exp_acyclic_indvary1_step5_batch_yyy01.pl,f4,no,0.3,no,corr,0.0,None,None,None,yes
1406,exp_acyclic_indvary1_step5_batch_yyy01.pl,a2,yes,0.25,yes,corr,0.0,None,None,None,no
1407,exp_acyclic_indvary1_step5_batch_yyy01.pl,t4,no,0.35,no,corr,0.0,None,None,None,yes
1408,exp_acyclic_indvary1_step5_batch_yyy01.pl,t5,no,0.22,no,corr,0.0,None,None,None,yes
1409,exp_acyclic_indvary1_step5_batch_yyy01.pl,c6,no,0.23,no,corr,0.0,None,None,None,yes
1410,exp_acyclic_indvary1_step5_batch_yyy01.pl,z2,yes,0.3,yes,corr,3.0,None,None,None,no
1411,exp_acyclic_indvary1_step5_batch_yyy02.pl,d5,no,0.19,no,corr,0.0,None,None,None,yes
1412,exp_acyclic_indvary1_step5_batch_yyy02.pl,z5,no,0.25,no,corr,0.0,None,None,None,yes
1413,exp_acyclic_indvary1_step5_batch_yyy02.pl,p4,yes,0.29,yes,corr,1.0,None,None,None,no
1414,exp_acyclic_indvary1_step5_batch_yyy02.pl,y3,no,0.32,no,corr,0.0,None,None,None,yes
1415,exp_acyclic_indvary1_step5_batch_yyy02.pl,x4,yes,0.52,yes,corr,7.0,None,None,None,no
1416,exp_acyclic_indvary1_step5_batch_yyy02.pl,f2,no,0.21,no,corr,3.0,None,None,None,no
1417,exp_acyclic_indvary1_step5_batch_yyy02.pl,y1,no,0.24,no,corr,3.0,None,None,None,no
1418,exp_acyclic_indvary1_step5_batch_yyy02.pl,r1,no,0.33,no,corr,8.0,None,None,None,no
1419,exp_acyclic_indvary1_step5_batch_yyy02.pl,t1,no,0.17,no,corr,0.0,None,None,None,yes
1420,exp_acyclic_indvary1_step5_batch_yyy02.pl,q1,no,0.27,no,corr,0.0,None,None,None,yes
1421,exp_acyclic_indvary1_step5_batch_yyy03.pl,s3,no,0.3,no,corr,0.0,None,None,None,yes
1422,exp_acyclic_indvary1_step5_batch_yyy03.pl,z5,no,0.37,no,corr,0.0,None,None,None,yes
1423,exp_acyclic_indvary1_step5_batch_yyy03.pl,p4,no,0.22,no,corr,0.0,None,None,None,yes
1424,exp_acyclic_indvary1_step5_batch_yyy03.pl,e5,no,0.24,no,corr,0.0,None,None,None,yes
1425,exp_acyclic_indvary1_step5_batch_yyy03.pl,t3,yes,0.26,yes,corr,1.0,None,None,None,no
1426,exp_acyclic_indvary1_step5_batch_yyy03.pl,e4,no,0.2,no,corr,0.0,None,None,None,yes
1427,exp_acyclic_indvary1_step5_batch_yyy03.pl,x1,no,0.24,no,corr,0.0,None,None,None,yes
1428,exp_acyclic_indvary1_step5_batch_yyy03.pl,b6,no,0.24,no,corr,0.0,None,None,None,yes
1429,exp_acyclic_indvary1_step5_batch_yyy03.pl,s4,yes,0.24,yes,corr,1.0,None,None,None,no
1430,exp_acyclic_indvary1_step5_batch_yyy03.pl,b3,no,0.21,no,corr,1.0,None,None,None,no
1431,exp_acyclic_indvary1_step5_batch_yyy04.pl,e1,yes,0.34,yes,corr,0.0,None,None,None,no
1432,exp_acyclic_indvary1_step5_batch_yyy04.pl,p4,yes,0.23,yes,corr,1.0,None,None,None,no
1433,exp_acyclic_indvary1_step5_batch_yyy04.pl,f1,no,0.26,no,corr,1.0,None,None,None,no
1434,exp_acyclic_indvary1_step5_batch_yyy04.pl,q4,yes,0.28,yes,corr,2.0,None,None,None,no
1435,exp_acyclic_indvary1_step5_batch_yyy04.pl,r5,no,0.22,no,corr,0.0,None,None,None,yes
1436,exp_acyclic_indvary1_step5_batch_yyy04.pl,x5,no,0.25,no,corr,0.0,None,None,None,yes
1437,exp_acyclic_indvary1_step5_batch_yyy04.pl,a3,no,0.28,no,corr,1.0,None,None,None,no
1438,exp_acyclic_indvary1_step5_batch_yyy04.pl,y2,no,0.21,no,corr,3.0,None,None,None,no
1439,exp_acyclic_indvary1_step5_batch_yyy04.pl,a1,no,0.25,no,corr,1.0,None,None,None,no
1440,exp_acyclic_indvary1_step5_batch_yyy04.pl,p1,no,0.22,no,corr,0.0,None,None,None,yes
1441,exp_acyclic_indvary1_step5_batch_yyy05.pl,t5,no,0.23,no,corr,0.0,None,None,None,yes
1442,exp_acyclic_indvary1_step5_batch_yyy05.pl,e1,yes,0.24,yes,corr,0.0,None,None,None,no
1443,exp_acyclic_indvary1_step5_batch_yyy05.pl,z1,no,0.23,no,corr,0.0,None,None,None,yes
1444,exp_acyclic_indvary1_step5_batch_yyy05.pl,f5,no,0.23,no,corr,0.0,None,None,None,yes
1445,exp_acyclic_indvary1_step5_batch_yyy05.pl,c1,yes,0.2,yes,corr,1.0,None,None,None,no
1446,exp_acyclic_indvary1_step5_batch_yyy05.pl,u3,yes,0.23,yes,corr,1.0,None,None,None,no
1447,exp_acyclic_indvary1_step5_batch_yyy05.pl,r2,no,0.3,no,corr,0.0,None,None,None,yes
1448,exp_acyclic_indvary1_step5_batch_yyy05.pl,w3,no,0.17,no,corr,0.0,None,None,None,yes
1449,exp_acyclic_indvary1_step5_batch_yyy05.pl,p4,yes,0.17,yes,corr,1.0,None,None,None,no
1450,exp_acyclic_indvary1_step5_batch_yyy05.pl,x3,no,0.17,no,corr,0.0,None,None,None,yes
1451,exp_acyclic_indvary1_step5_batch_yyy06.pl,d3,no,0.19,no,corr,0.0,None,None,None,yes
1452,exp_acyclic_indvary1_step5_batch_yyy06.pl,v1,yes,0.19,yes,corr,1.0,None,None,None,no
1453,exp_acyclic_indvary1_step5_batch_yyy06.pl,s1,no,0.46,no,corr,0.0,None,None,None,yes
1454,exp_acyclic_indvary1_step5_batch_yyy06.pl,p2,yes,0.36,yes,corr,8.0,None,None,None,no
1455,exp_acyclic_indvary1_step5_batch_yyy06.pl,x4,yes,0.43,yes,corr,1.0,None,None,None,no
1456,exp_acyclic_indvary1_step5_batch_yyy06.pl,t5,no,0.17,no,corr,0.0,None,None,None,yes
1457,exp_acyclic_indvary1_step5_batch_yyy06.pl,s3,yes,0.25,yes,corr,1.0,None,None,None,no
1458,exp_acyclic_indvary1_step5_batch_yyy06.pl,c4,no,0.32,no,corr,0.0,None,None,None,yes
1459,exp_acyclic_indvary1_step5_batch_yyy06.pl,e3,no,0.26,no,corr,0.0,None,None,None,yes
1460,exp_acyclic_indvary1_step5_batch_yyy06.pl,r4,no,0.2,no,corr,4.0,None,None,None,no
1461,exp_acyclic_indvary1_step5_batch_yyy07.pl,b2,yes,0.29,yes,corr,3.0,None,None,None,no
1462,exp_acyclic_indvary1_step5_batch_yyy07.pl,p4,no,0.21,no,corr,2.0,None,None,None,no
1463,exp_acyclic_indvary1_step5_batch_yyy07.pl,w5,no,0.27,no,corr,0.0,None,None,None,yes
1464,exp_acyclic_indvary1_step5_batch_yyy07.pl,b1,yes,0.17,yes,corr,2.0,None,None,None,no
1465,exp_acyclic_indvary1_step5_batch_yyy07.pl,e3,no,0.23,no,corr,0.0,None,None,None,yes
1466,exp_acyclic_indvary1_step5_batch_yyy07.pl,s1,no,0.39,no,corr,2.0,None,None,None,no
1467,exp_acyclic_indvary1_step5_batch_yyy07.pl,q3,no,0.31,no,corr,0.0,None,None,None,yes
1468,exp_acyclic_indvary1_step5_batch_yyy07.pl,p1,yes,0.27,yes,corr,1.0,None,None,None,no
1469,exp_acyclic_indvary1_step5_batch_yyy07.pl,v1,no,0.27,no,corr,0.0,None,None,None,yes
1470,exp_acyclic_indvary1_step5_batch_yyy07.pl,w1,yes,0.27,yes,corr,1.0,None,None,None,no
1471,exp_acyclic_indvary1_step5_batch_yyy08.pl,d4,no,0.23,no,corr,0.0,None,None,None,yes
1472,exp_acyclic_indvary1_step5_batch_yyy08.pl,u1,no,0.57,no,corr,0.0,None,None,None,yes
1473,exp_acyclic_indvary1_step5_batch_yyy08.pl,v5,no,0.24,no,corr,0.0,None,None,None,yes
1474,exp_acyclic_indvary1_step5_batch_yyy08.pl,a4,no,0.17,no,corr,0.0,None,None,None,yes
1475,exp_acyclic_indvary1_step5_batch_yyy08.pl,r5,no,0.24,no,corr,0.0,None,None,None,yes
1476,exp_acyclic_indvary1_step5_batch_yyy08.pl,f3,no,0.2,no,corr,0.0,None,None,None,yes
1477,exp_acyclic_indvary1_step5_batch_yyy08.pl,c6,no,0.19,no,corr,0.0,None,None,None,yes
1478,exp_acyclic_indvary1_step5_batch_yyy08.pl,e3,no,0.23,no,corr,0.0,None,None,None,yes
1479,exp_acyclic_indvary1_step5_batch_yyy08.pl,y2,no,0.17,no,corr,0.0,None,None,None,yes
1480,exp_acyclic_indvary1_step5_batch_yyy08.pl,x1,yes,0.2,yes,corr,1.0,None,None,None,no
1481,exp_acyclic_indvary1_step5_batch_yyy09.pl,c4,no,0.24,no,corr,0.0,None,None,None,yes
1482,exp_acyclic_indvary1_step5_batch_yyy09.pl,b2,yes,0.2,yes,corr,0.0,None,None,None,no
1483,exp_acyclic_indvary1_step5_batch_yyy09.pl,w5,no,0.22,no,corr,0.0,None,None,None,yes
1484,exp_acyclic_indvary1_step5_batch_yyy09.pl,a5,no,0.22,no,corr,0.0,None,None,None,yes
1485,exp_acyclic_indvary1_step5_batch_yyy09.pl,x2,no,0.27,no,corr,0.0,None,None,None,yes
1486,exp_acyclic_indvary1_step5_batch_yyy09.pl,r5,no,0.21,no,corr,0.0,None,None,None,yes
1487,exp_acyclic_indvary1_step5_batch_yyy09.pl,w1,yes,0.27,yes,corr,3.0,None,None,None,no
1488,exp_acyclic_indvary1_step5_batch_yyy09.pl,c1,no,0.41,no,corr,1.0,None,None,None,no
1489,exp_acyclic_indvary1_step5_batch_yyy09.pl,d2,no,0.18,no,corr,1.0,None,None,None,no
1490,exp_acyclic_indvary1_step5_batch_yyy09.pl,y2,yes,0.32,yes,corr,1.0,None,None,None,no
1491,exp_acyclic_indvary1_step5_batch_yyy10.pl,b3,no,0.7,no,corr,1.0,None,None,None,no
1492,exp_acyclic_indvary1_step5_batch_yyy10.pl,u4,yes,0.27,yes,corr,1.0,None,None,None,no
1493,exp_acyclic_indvary1_step5_batch_yyy10.pl,a5,no,0.28,no,corr,0.0,None,None,None,yes
1494,exp_acyclic_indvary1_step5_batch_yyy10.pl,w1,no,0.28,no,corr,0.0,None,None,None,yes
1495,exp_acyclic_indvary1_step5_batch_yyy10.pl,y1,yes,0.29,yes,corr,1.0,None,None,None,no
1496,exp_acyclic_indvary1_step5_batch_yyy10.pl,a3,yes,0.27,yes,corr,0.0,None,None,None,no
1497,exp_acyclic_indvary1_step5_batch_yyy10.pl,t1,yes,0.24,yes,corr,3.0,None,None,None,no
1498,exp_acyclic_indvary1_step5_batch_yyy10.pl,q2,no,0.21,no,corr,0.0,None,None,None,yes
1499,exp_acyclic_indvary1_step5_batch_yyy10.pl,e3,no,0.27,no,corr,0.0,None,None,None,yes
1500,exp_acyclic_indvary1_step5_batch_yyy10.pl,r4,no,0.21,no,corr,0.0,None,None,None,yes
1501,exp_acyclic_indvary1_step6_batch_yyy01.pl,d5,no,0.23,no,corr,0.0,None,None,None,yes
1502,exp_acyclic_indvary1_step6_batch_yyy01.pl,v2,no,0.26,no,corr,0.0,None,None,None,yes
1503,exp_acyclic_indvary1_step6_batch_yyy01.pl,f1,no,0.21,no,corr,1.0,None,None,None,no
1504,exp_acyclic_indvary1_step6_batch_yyy01.pl,t3,no,0.31,no,corr,0.0,None,None,None,yes
1505,exp_acyclic_indvary1_step6_batch_yyy01.pl,s2,no,0.22,no,corr,0.0,None,None,None,yes
1506,exp_acyclic_indvary1_step6_batch_yyy01.pl,f3,no,0.22,no,corr,0.0,None,None,None,yes
1507,exp_acyclic_indvary1_step6_batch_yyy01.pl,x5,no,0.19,no,corr,0.0,None,None,None,yes
1508,exp_acyclic_indvary1_step6_batch_yyy01.pl,f4,no,0.2,no,corr,0.0,None,None,None,yes
1509,exp_acyclic_indvary1_step6_batch_yyy01.pl,y2,no,0.26,no,corr,0.0,None,None,None,yes
1510,exp_acyclic_indvary1_step6_batch_yyy01.pl,x4,yes,0.2,yes,corr,6.0,None,None,None,no
1511,exp_acyclic_indvary1_step6_batch_yyy02.pl,y4,no,0.28,no,corr,0.0,None,None,None,yes
1512,exp_acyclic_indvary1_step6_batch_yyy02.pl,e5,no,0.44,no,corr,0.0,None,None,None,yes
1513,exp_acyclic_indvary1_step6_batch_yyy02.pl,v5,no,0.38,no,corr,3.0,None,None,None,no
1514,exp_acyclic_indvary1_step6_batch_yyy02.pl,b1,yes,0.2,yes,corr,0.0,None,None,None,no
1515,exp_acyclic_indvary1_step6_batch_yyy02.pl,f5,no,0.24,no,corr,0.0,None,None,None,yes
1516,exp_acyclic_indvary1_step6_batch_yyy02.pl,f3,no,0.43,no,corr,0.0,None,None,None,yes
1517,exp_acyclic_indvary1_step6_batch_yyy02.pl,b5,no,0.27,no,corr,0.0,None,None,None,yes
1518,exp_acyclic_indvary1_step6_batch_yyy02.pl,e3,no,0.2,no,corr,0.0,None,None,None,yes
1519,exp_acyclic_indvary1_step6_batch_yyy02.pl,x4,no,0.24,no,corr,0.0,None,None,None,yes
1520,exp_acyclic_indvary1_step6_batch_yyy02.pl,f2,no,0.18,no,corr,1.0,None,None,None,no
1521,exp_acyclic_indvary1_step6_batch_yyy03.pl,v2,no,0.18,no,corr,0.0,None,None,None,yes
1522,exp_acyclic_indvary1_step6_batch_yyy03.pl,p5,no,0.31,no,corr,0.0,None,None,None,yes
1523,exp_acyclic_indvary1_step6_batch_yyy03.pl,a5,no,0.24,no,corr,0.0,None,None,None,yes
1524,exp_acyclic_indvary1_step6_batch_yyy03.pl,r5,no,0.27,no,corr,0.0,None,None,None,yes
1525,exp_acyclic_indvary1_step6_batch_yyy03.pl,v1,no,0.55,no,corr,0.0,None,None,None,yes
1526,exp_acyclic_indvary1_step6_batch_yyy03.pl,r4,no,0.18,no,corr,0.0,None,None,None,yes
1527,exp_acyclic_indvary1_step6_batch_yyy03.pl,z3,no,0.28,no,corr,0.0,None,None,None,yes
1528,exp_acyclic_indvary1_step6_batch_yyy03.pl,x1,no,0.41,no,corr,4.0,None,None,None,no
